epoch,train_loss,val_loss,train_mean_return,train_mean_log1p_return,train_cvar,train_turnover,train_volatility,train_vol_excess,train_weight_path,train_diversify,val_mean_return,val_mean_log1p_return,val_cvar,val_turnover,val_volatility,val_vol_excess,val_weight_path,val_diversify,train_diag_grad_norm_pre_mean,train_diag_grad_norm_pre_max,train_diag_grad_norm_post_mean,train_diag_grad_norm_post_max,train_diag_nan_loss_batches,train_diag_nan_grad_batches,train_diag_skipped_nan_batches,train_term_breakdown,val_term_breakdown,lr,online_step,decision_idx,gate_mode,gate_passed,gate_reason,gate_val_improvement,gate_relative_improvement,n_hist
1,0.03294001892209053,0.006394717376679182,0.0036023748107254505,0.0034529278054833412,0.001125222072005272,0.0,0.00029772991547361016,0.07391227781772614,0.0,0.0,0.0005053319619037211,0.0004161572433076799,-0.0012291320599615574,2.677500197023619e-05,0.00017900930834002793,0.01239195466041565,6.408228392373871e-10,0.0,0.19148291647434235,0.19148291647434235,0.19148291647434235,0.19148291647434235,0,0,0,"{'mean': {'raw': -0.0036023748107254505, 'lambda': 1.0, 'weighted': -0.0036023748107254505}, 'log_growth': {'raw': -0.0034529278054833412, 'lambda': 0.0, 'weighted': 0.0}, 'cvar': {'raw': -0.001125222072005272, 'lambda': 0.5, 'weighted': -0.000562611036002636}, 'turnover': {'raw': 0.0, 'lambda': 5e-05, 'weighted': 0.0}, 'volatility': {'raw': 0.00029772991547361016, 'lambda': 0.5, 'weighted': 0.00014886495773680508}, 'vol_excess': {'raw': 0.07391227781772614, 'lambda': 0.5, 'weighted': 0.03695613890886307}, 'weight_path': {'raw': 0.0, 'lambda': 5e-05, 'weighted': 0.0}, 'diversify': {'raw': 0.0, 'lambda': 0.0, 'weighted': 0.0}}","{'mean': {'raw': -0.0005053319619037211, 'lambda': 1.0, 'weighted': -0.0005053319619037211}, 'log_growth': {'raw': -0.0004161572433076799, 'lambda': 0.0, 'weighted': 0.0}, 'cvar': {'raw': 0.0012291320599615574, 'lambda': 0.5, 'weighted': 0.0006145660299807787}, 'turnover': {'raw': 2.677500197023619e-05, 'lambda': 5e-05, 'weighted': 1.3387501107686717e-09}, 'volatility': {'raw': 0.00017900930834002793, 'lambda': 0.5, 'weighted': 8.950465417001396e-05}, 'vol_excess': {'raw': 0.01239195466041565, 'lambda': 0.5, 'weighted': 0.006195977330207825}, 'weight_path': {'raw': 6.408228392373871e-10, 'lambda': 5e-05, 'weighted': 3.2041142200393835e-14}, 'diversify': {'raw': 0.0, 'lambda': 0.0, 'weighted': 0.0}}",0.0003,0,252,confidence,1,bootstrap_accept,0.0003121676854789257,0.04881649446597121,252
2,0.032568901777267456,0.006082549691200256,0.0035928511060774326,0.00344418128952384,0.001125013455748558,0.00034475827123969793,0.0002960803103633225,0.07315240800380707,1.0138558081962401e-07,0.0,0.0005107025499455631,0.00042202428448945284,-0.0012143756030127406,5.415499254013412e-05,0.00017800298519432545,0.011794120073318481,2.582381641857978e-09,0.0,0.1840275377035141,0.1840275377035141,0.1840275377035141,0.1840275377035141,0,0,0,"{'mean': {'raw': -0.0035928511060774326, 'lambda': 1.0, 'weighted': -0.0035928511060774326}, 'log_growth': {'raw': -0.00344418128952384, 'lambda': 0.0, 'weighted': 0.0}, 'cvar': {'raw': -0.001125013455748558, 'lambda': 0.5, 'weighted': -0.000562506727874279}, 'turnover': {'raw': 0.00034475827123969793, 'lambda': 5e-05, 'weighted': 1.723791243080086e-08}, 'volatility': {'raw': 0.0002960803103633225, 'lambda': 0.5, 'weighted': 0.00014804015518166125}, 'vol_excess': {'raw': 0.07315240800380707, 'lambda': 0.5, 'weighted': 0.036576204001903534}, 'weight_path': {'raw': 1.0138558081962401e-07, 'lambda': 5e-05, 'weighted': 5.069278764119334e-12}, 'diversify': {'raw': 0.0, 'lambda': 0.0, 'weighted': 0.0}}","{'mean': {'raw': -0.0005107025499455631, 'lambda': 1.0, 'weighted': -0.0005107025499455631}, 'log_growth': {'raw': -0.00042202428448945284, 'lambda': 0.0, 'weighted': 0.0}, 'cvar': {'raw': 0.0012143756030127406, 'lambda': 0.5, 'weighted': 0.0006071878015063703}, 'turnover': {'raw': 5.415499254013412e-05, 'lambda': 5e-05, 'weighted': 2.7077495801108853e-09}, 'volatility': {'raw': 0.00017800298519432545, 'lambda': 0.5, 'weighted': 8.900149259716272e-05}, 'vol_excess': {'raw': 0.011794120073318481, 'lambda': 0.5, 'weighted': 0.005897060036659241}, 'weight_path': {'raw': 2.582381641857978e-09, 'lambda': 5e-05, 'weighted': 1.2911907328917727e-13}, 'diversify': {'raw': 0.0, 'lambda': 0.0, 'weighted': 0.0}}",0.0003,0,252,confidence,1,bootstrap_accept,0.0003121676854789257,0.04881649446597121,252
1,0.03257891908288002,-0.00022815761622041464,0.0036203006748110056,0.003471293020993471,0.0011361429933458567,0.0007548569119535387,0.00029626640025526285,0.07323823869228363,4.466753011911351e-07,0.0,0.000698983611073345,0.0006231301813386381,-0.0007898152689449489,8.279202302219346e-05,0.00015182846982497722,0.0,5.874397857041913e-09,0.0,0.19404752552509308,0.19404752552509308,0.19404752552509308,0.19404752552509308,0,0,0,"{'mean': {'raw': -0.0036203006748110056, 'lambda': 1.0, 'weighted': -0.0036203006748110056}, 'log_growth': {'raw': -0.003471293020993471, 'lambda': 0.0, 'weighted': 0.0}, 'cvar': {'raw': -0.0011361429933458567, 'lambda': 0.5, 'weighted': -0.0005680714966729283}, 'turnover': {'raw': 0.0007548569119535387, 'lambda': 5e-05, 'weighted': 3.77428435172078e-08}, 'volatility': {'raw': 0.00029626640025526285, 'lambda': 0.5, 'weighted': 0.00014813320012763143}, 'vol_excess': {'raw': 0.07323823869228363, 'lambda': 0.5, 'weighted': 0.036619119346141815}, 'weight_path': {'raw': 4.466753011911351e-07, 'lambda': 5e-05, 'weighted': 2.2333765045678966e-11}, 'diversify': {'raw': 0.0, 'lambda': 0.0, 'weighted': 0.0}}","{'mean': {'raw': -0.000698983611073345, 'lambda': 1.0, 'weighted': -0.000698983611073345}, 'log_growth': {'raw': -0.0006231301813386381, 'lambda': 0.0, 'weighted': 0.0}, 'cvar': {'raw': 0.0007898152689449489, 'lambda': 0.5, 'weighted': 0.00039490763447247446}, 'turnover': {'raw': 8.279202302219346e-05, 'lambda': 5e-05, 'weighted': 4.139601106345481e-09}, 'volatility': {'raw': 0.00015182846982497722, 'lambda': 0.5, 'weighted': 7.591423491248861e-05}, 'vol_excess': {'raw': 0.0, 'lambda': 0.5, 'weighted': 0.0}, 'weight_path': {'raw': 5.874397857041913e-09, 'lambda': 5e-05, 'weighted': 2.937198824003867e-13}, 'diversify': {'raw': 0.0, 'lambda': 0.0, 'weighted': 0.0}}",0.0003,4,256,confidence,1,confidence_accept,9.729061275720596e-06,0.042641842925286645,256
2,0.032211385667324066,-0.00023788667749613523,0.0036106312181800604,0.00346240121871233,0.0011365488171577454,0.000955828232690692,0.000294637109618634,0.07248584926128387,8.120992447402386e-07,0.0,0.0007020604680292308,0.0006266876007430255,-0.0007774797268211842,0.00011180136789334938,0.00015085666382219642,0.0,1.0707978503887716e-08,0.0,0.1915735900402069,0.1915735900402069,0.1915735900402069,0.1915735900402069,0,0,0,"{'mean': {'raw': -0.0036106312181800604, 'lambda': 1.0, 'weighted': -0.0036106312181800604}, 'log_growth': {'raw': -0.00346240121871233, 'lambda': 0.0, 'weighted': 0.0}, 'cvar': {'raw': -0.0011365488171577454, 'lambda': 0.5, 'weighted': -0.0005682744085788727}, 'turnover': {'raw': 0.000955828232690692, 'lambda': 5e-05, 'weighted': 4.7791409940600715e-08}, 'volatility': {'raw': 0.000294637109618634, 'lambda': 0.5, 'weighted': 0.000147318554809317}, 'vol_excess': {'raw': 0.07248584926128387, 'lambda': 0.5, 'weighted': 0.03624292463064194}, 'weight_path': {'raw': 8.120992447402386e-07, 'lambda': 5e-05, 'weighted': 4.0604960366286136e-11}, 'diversify': {'raw': 0.0, 'lambda': 0.0, 'weighted': 0.0}}","{'mean': {'raw': -0.0007020604680292308, 'lambda': 1.0, 'weighted': -0.0007020604680292308}, 'log_growth': {'raw': -0.0006266876007430255, 'lambda': 0.0, 'weighted': 0.0}, 'cvar': {'raw': 0.0007774797268211842, 'lambda': 0.5, 'weighted': 0.0003887398634105921}, 'turnover': {'raw': 0.00011180136789334938, 'lambda': 5e-05, 'weighted': 5.590068408167781e-09}, 'volatility': {'raw': 0.00015085666382219642, 'lambda': 0.5, 'weighted': 7.542833191109821e-05}, 'vol_excess': {'raw': 0.0, 'lambda': 0.5, 'weighted': 0.0}, 'weight_path': {'raw': 1.0707978503887716e-08, 'lambda': 5e-05, 'weighted': 5.353989278832072e-13}, 'diversify': {'raw': 0.0, 'lambda': 0.0, 'weighted': 0.0}}",0.0003,4,256,confidence,1,confidence_accept,9.729061275720596e-06,0.042641842925286645,256
1,0.03131121024489403,-0.0001843988720793277,0.0036766240373253822,0.00352972443215549,0.00122229871340096,0.0014089085161685944,0.0002912317286245525,0.07090659439563751,1.5025839275040198e-06,0.0,0.0006156179588288069,0.0005476336227729917,-0.0007264086161740124,0.00014404150715563446,0.00013601516548078507,0.0,1.7824753228978807e-08,0.0,0.1810140609741211,0.1810140609741211,0.1810140609741211,0.1810140609741211,0,0,0,"{'mean': {'raw': -0.0036766240373253822, 'lambda': 1.0, 'weighted': -0.0036766240373253822}, 'log_growth': {'raw': -0.00352972443215549, 'lambda': 0.0, 'weighted': 0.0}, 'cvar': {'raw': -0.00122229871340096, 'lambda': 0.5, 'weighted': -0.00061114935670048}, 'turnover': {'raw': 0.0014089085161685944, 'lambda': 5e-05, 'weighted': 7.04454237165919e-08}, 'volatility': {'raw': 0.0002912317286245525, 'lambda': 0.5, 'weighted': 0.00014561586431227624}, 'vol_excess': {'raw': 0.07090659439563751, 'lambda': 0.5, 'weighted': 0.035453297197818756}, 'weight_path': {'raw': 1.5025839275040198e-06, 'lambda': 5e-05, 'weighted': 7.512919453223077e-11}, 'diversify': {'raw': 0.0, 'lambda': 0.0, 'weighted': 0.0}}","{'mean': {'raw': -0.0006156179588288069, 'lambda': 1.0, 'weighted': -0.0006156179588288069}, 'log_growth': {'raw': -0.0005476336227729917, 'lambda': 0.0, 'weighted': 0.0}, 'cvar': {'raw': 0.0007264086161740124, 'lambda': 0.5, 'weighted': 0.0003632043080870062}, 'turnover': {'raw': 0.00014404150715563446, 'lambda': 5e-05, 'weighted': 7.202075380519091e-09}, 'volatility': {'raw': 0.00013601516548078507, 'lambda': 0.5, 'weighted': 6.800758274039254e-05}, 'vol_excess': {'raw': 0.0, 'lambda': 0.5, 'weighted': 0.0}, 'weight_path': {'raw': 1.7824753228978807e-08, 'lambda': 5e-05, 'weighted': 8.91237658760119e-13}, 'diversify': {'raw': 0.0, 'lambda': 0.0, 'weighted': 0.0}}",0.0003,9,261,confidence,1,confidence_accept,1.0302959708496928e-05,0.05587322490883463,261
2,0.030891790986061096,-0.00019470183178782463,0.003664921736344695,0.0035189075861126184,0.0012220428325235844,0.001827987376600504,0.0002893841010518372,0.07004590332508087,2.6567895474727266e-06,0.0,0.000619064609054476,0.0005515589145943522,-0.0007136597414501011,0.00017393036978319287,0.00013504840899258852,0.0,2.5900776634557587e-08,0.0,0.17471542954444885,0.17471542954444885,0.17471542954444885,0.17471542954444885,0,0,0,"{'mean': {'raw': -0.003664921736344695, 'lambda': 1.0, 'weighted': -0.003664921736344695}, 'log_growth': {'raw': -0.0035189075861126184, 'lambda': 0.0, 'weighted': 0.0}, 'cvar': {'raw': -0.0012220428325235844, 'lambda': 0.5, 'weighted': -0.0006110214162617922}, 'turnover': {'raw': 0.001827987376600504, 'lambda': 5e-05, 'weighted': 9.139936452129405e-08}, 'volatility': {'raw': 0.0002893841010518372, 'lambda': 0.5, 'weighted': 0.0001446920505259186}, 'vol_excess': {'raw': 0.07004590332508087, 'lambda': 0.5, 'weighted': 0.035022951662540436}, 'weight_path': {'raw': 2.6567895474727266e-06, 'lambda': 5e-05, 'weighted': 1.328394755306661e-10}, 'diversify': {'raw': 0.0, 'lambda': 0.0, 'weighted': 0.0}}","{'mean': {'raw': -0.000619064609054476, 'lambda': 1.0, 'weighted': -0.000619064609054476}, 'log_growth': {'raw': -0.0005515589145943522, 'lambda': 0.0, 'weighted': 0.0}, 'cvar': {'raw': 0.0007136597414501011, 'lambda': 0.5, 'weighted': 0.00035682987072505057}, 'turnover': {'raw': 0.00017393036978319287, 'lambda': 5e-05, 'weighted': 8.696518172257584e-09}, 'volatility': {'raw': 0.00013504840899258852, 'lambda': 0.5, 'weighted': 6.752420449629426e-05}, 'vol_excess': {'raw': 0.0, 'lambda': 0.5, 'weighted': 0.0}, 'weight_path': {'raw': 2.5900776634557587e-08, 'lambda': 5e-05, 'weighted': 1.2950388374524668e-12}, 'diversify': {'raw': 0.0, 'lambda': 0.0, 'weighted': 0.0}}",0.0003,9,261,confidence,1,confidence_accept,1.0302959708496928e-05,0.05587322490883463,261
1,0.030046802014112473,-0.0008405515691265464,0.0035222123842686415,0.003378672758117318,0.0011025937274098396,0.002220428315922618,0.00028492120327427983,0.06795547902584076,3.911302428605268e-06,0.0,0.001024077064357698,0.0009598217438906431,-0.00023906995193101466,0.00020167457114439458,0.00012796095688827336,0.0,3.478957566471763e-08,0.0,0.20125724375247955,0.20125724375247955,0.20125724375247955,0.20125724375247955,0,0,0,"{'mean': {'raw': -0.0035222123842686415, 'lambda': 1.0, 'weighted': -0.0035222123842686415}, 'log_growth': {'raw': -0.003378672758117318, 'lambda': 0.0, 'weighted': 0.0}, 'cvar': {'raw': -0.0011025937274098396, 'lambda': 0.5, 'weighted': -0.0005512968637049198}, 'turnover': {'raw': 0.002220428315922618, 'lambda': 5e-05, 'weighted': 1.1102141428409595e-07}, 'volatility': {'raw': 0.00028492120327427983, 'lambda': 0.5, 'weighted': 0.00014246060163713992}, 'vol_excess': {'raw': 0.06795547902584076, 'lambda': 0.5, 'weighted': 0.03397773951292038}, 'weight_path': {'raw': 3.911302428605268e-06, 'lambda': 5e-05, 'weighted': 1.9556511965390655e-10}, 'diversify': {'raw': 0.0, 'lambda': 0.0, 'weighted': 0.0}}","{'mean': {'raw': -0.001024077064357698, 'lambda': 1.0, 'weighted': -0.001024077064357698}, 'log_growth': {'raw': -0.0009598217438906431, 'lambda': 0.0, 'weighted': 0.0}, 'cvar': {'raw': 0.00023906995193101466, 'lambda': 0.5, 'weighted': 0.00011953497596550733}, 'turnover': {'raw': 0.00020167457114439458, 'lambda': 5e-05, 'weighted': 1.0083728518850421e-08}, 'volatility': {'raw': 0.00012796095688827336, 'lambda': 0.5, 'weighted': 6.398047844413668e-05}, 'vol_excess': {'raw': 0.0, 'lambda': 0.5, 'weighted': 0.0}, 'weight_path': {'raw': 3.478957566471763e-08, 'lambda': 5e-05, 'weighted': 1.7394787867053285e-12}, 'diversify': {'raw': 0.0, 'lambda': 0.0, 'weighted': 0.0}}",0.0003,13,265,confidence,1,confidence_accept,1.07490923255682e-05,0.012788141391431708,265
2,0.02939782664179802,-0.0008513006614521146,0.0035091545432806015,0.0033669197000563145,0.0011049495078623295,0.002700196113437414,0.000282123131910339,0.06663651764392853,5.7495644796290435e-06,0.0,0.0010274541564285755,0.0009637254988774657,-0.00022538920165970922,0.00023370588314719498,0.00012689440336544067,0.0,4.6341629200696843e-08,0.0,0.21278499066829681,0.21278499066829681,0.21278499066829681,0.21278499066829681,0,0,0,"{'mean': {'raw': -0.0035091545432806015, 'lambda': 1.0, 'weighted': -0.0035091545432806015}, 'log_growth': {'raw': -0.0033669197000563145, 'lambda': 0.0, 'weighted': 0.0}, 'cvar': {'raw': -0.0011049495078623295, 'lambda': 0.5, 'weighted': -0.0005524747539311647}, 'turnover': {'raw': 0.002700196113437414, 'lambda': 5e-05, 'weighted': 1.3500979889613518e-07}, 'volatility': {'raw': 0.000282123131910339, 'lambda': 0.5, 'weighted': 0.0001410615659551695}, 'vol_excess': {'raw': 0.06663651764392853, 'lambda': 0.5, 'weighted': 0.033318258821964264}, 'weight_path': {'raw': 5.7495644796290435e-06, 'lambda': 5e-05, 'weighted': 2.874782079054228e-10}, 'diversify': {'raw': 0.0, 'lambda': 0.0, 'weighted': 0.0}}","{'mean': {'raw': -0.0010274541564285755, 'lambda': 1.0, 'weighted': -0.0010274541564285755}, 'log_growth': {'raw': -0.0009637254988774657, 'lambda': 0.0, 'weighted': 0.0}, 'cvar': {'raw': 0.00022538920165970922, 'lambda': 0.5, 'weighted': 0.00011269460082985461}, 'turnover': {'raw': 0.00023370588314719498, 'lambda': 5e-05, 'weighted': 1.1685293621610526e-08}, 'volatility': {'raw': 0.00012689440336544067, 'lambda': 0.5, 'weighted': 6.344720168272033e-05}, 'vol_excess': {'raw': 0.0, 'lambda': 0.5, 'weighted': 0.0}, 'weight_path': {'raw': 4.6341629200696843e-08, 'lambda': 5e-05, 'weighted': 2.317081422564815e-12}, 'diversify': {'raw': 0.0, 'lambda': 0.0, 'weighted': 0.0}}",0.0003,13,265,confidence,1,confidence_accept,1.07490923255682e-05,0.012788141391431708,265
1,0.029107045382261276,-0.002148999599739909,0.0033154732082039118,0.003174904268234968,0.0009206614922732115,0.003050714498385787,0.00027969307848252356,0.06548570096492767,7.94481638877187e-06,0.0,0.0018238859483972192,0.0017683504847809672,0.0007586768479086459,0.00027353729819878936,0.0001084223622456193,0.0,6.214532533022066e-08,0.0,0.2187972515821457,0.2187972515821457,0.2187972515821457,0.2187972515821457,0,0,0,"{'mean': {'raw': -0.0033154732082039118, 'lambda': 1.0, 'weighted': -0.0033154732082039118}, 'log_growth': {'raw': -0.003174904268234968, 'lambda': 0.0, 'weighted': 0.0}, 'cvar': {'raw': -0.0009206614922732115, 'lambda': 0.5, 'weighted': -0.00046033074613660574}, 'turnover': {'raw': 0.003050714498385787, 'lambda': 5e-05, 'weighted': 1.5253571916673536e-07}, 'volatility': {'raw': 0.00027969307848252356, 'lambda': 0.5, 'weighted': 0.00013984653924126178}, 'vol_excess': {'raw': 0.06548570096492767, 'lambda': 0.5, 'weighted': 0.03274285048246384}, 'weight_path': {'raw': 7.94481638877187e-06, 'lambda': 5e-05, 'weighted': 3.972407958130475e-10}, 'diversify': {'raw': 0.0, 'lambda': 0.0, 'weighted': 0.0}}","{'mean': {'raw': -0.0018238859483972192, 'lambda': 1.0, 'weighted': -0.0018238859483972192}, 'log_growth': {'raw': -0.0017683504847809672, 'lambda': 0.0, 'weighted': 0.0}, 'cvar': {'raw': -0.0007586768479086459, 'lambda': 0.5, 'weighted': -0.00037933842395432293}, 'turnover': {'raw': 0.00027353729819878936, 'lambda': 5e-05, 'weighted': 1.3676864973888314e-08}, 'volatility': {'raw': 0.0001084223622456193, 'lambda': 0.5, 'weighted': 5.421118112280965e-05}, 'vol_excess': {'raw': 0.0, 'lambda': 0.5, 'weighted': 0.0}, 'weight_path': {'raw': 6.214532533022066e-08, 'lambda': 5e-05, 'weighted': 3.1072661804687485e-12}, 'diversify': {'raw': 0.0, 'lambda': 0.0, 'weighted': 0.0}}",0.0003,18,270,confidence,1,confidence_accept,1.3490207493305206e-06,0.0006277436016582076,270
2,0.02846408262848854,-0.0021503486204892397,0.0032995506189763546,0.0031602890230715275,0.0009209966519847512,0.003900611074641347,0.00027692969888448715,0.0641709417104721,1.229375266120769e-05,0.0,0.0018211774295195937,0.0017661541933193803,0.000765770033467561,0.000308062182739377,0.00010739663412095979,0.0,7.868516860298769e-08,0.0,0.22137129306793213,0.22137129306793213,0.22137129306793213,0.22137129306793213,0,0,0,"{'mean': {'raw': -0.0032995506189763546, 'lambda': 1.0, 'weighted': -0.0032995506189763546}, 'log_growth': {'raw': -0.0031602890230715275, 'lambda': 0.0, 'weighted': 0.0}, 'cvar': {'raw': -0.0009209966519847512, 'lambda': 0.5, 'weighted': -0.0004604983259923756}, 'turnover': {'raw': 0.003900611074641347, 'lambda': 5e-05, 'weighted': 1.9503055170844164e-07}, 'volatility': {'raw': 0.00027692969888448715, 'lambda': 0.5, 'weighted': 0.00013846484944224358}, 'vol_excess': {'raw': 0.0641709417104721, 'lambda': 0.5, 'weighted': 0.03208547085523605}, 'weight_path': {'raw': 1.229375266120769e-05, 'lambda': 5e-05, 'weighted': 6.146876341261986e-10}, 'diversify': {'raw': 0.0, 'lambda': 0.0, 'weighted': 0.0}}","{'mean': {'raw': -0.0018211774295195937, 'lambda': 1.0, 'weighted': -0.0018211774295195937}, 'log_growth': {'raw': -0.0017661541933193803, 'lambda': 0.0, 'weighted': 0.0}, 'cvar': {'raw': -0.000765770033467561, 'lambda': 0.5, 'weighted': -0.0003828850167337805}, 'turnover': {'raw': 0.000308062182739377, 'lambda': 5e-05, 'weighted': 1.5403108122313824e-08}, 'volatility': {'raw': 0.00010739663412095979, 'lambda': 0.5, 'weighted': 5.3698317060479894e-05}, 'vol_excess': {'raw': 0.0, 'lambda': 0.5, 'weighted': 0.0}, 'weight_path': {'raw': 7.868516860298769e-08, 'lambda': 5e-05, 'weighted': 3.934258301085958e-12}, 'diversify': {'raw': 0.0, 'lambda': 0.0, 'weighted': 0.0}}",0.0003,18,270,confidence,1,confidence_accept,1.3490207493305206e-06,0.0006277436016582076,270
